Trip_ID,Vehicle_ID,Driver_ID,Manufacturer,Model,Registration_No,Battery_Capacity_kWh,Current_Battery_%,Battery_Remaining_%,Expected_Range_km,Status,Date_Time,Start_Time,Distance_km,Avg_Speed_kmph,Revenue,Electricity_Cost,Maintenance_Cost,Overspeed_Count
TRIP-102233,EV-1043,DRV-5043,BYD,Seal,REG-85KU-7250,82,68,68,284,Charging,2026-10-04 09:30:13,05:56,0.0,0.0,0.0,10.85,0.0,0
TRIP-102234,EV-1028,DRV-5028,BYD,Seal,REG-59OL-4343,82,25,25,89,Garage,2026-11-06 05:59:46,23:33,0.0,0.0,0.0,0.0,0.0,0
TRIP-102235,EV-1011,DRV-5011,BYD,Seal,REG-49SV-2387,82,60,60,249,Garage,2026-05-13 22:29:05,08:04,0.0,0.0,0.0,0.0,0.0,0
TRIP-102236,EV-1021,DRV-5021,Tesla,Model 3,REG-17KV-1641,60,54,54,198,Running,2026-05-20 02:28:13,23:58,38.34,58.5,46.1,0.0,0.0,0
TRIP-102237,EV-1013,DRV-5013,Tata,Punch EV,REG-94KU-9544,25,39,39,148,Charging,2026-08-21 18:06:54,21:29,0.0,0.0,0.0,26.89,0.0,0
TRIP-102238,EV-1018,DRV-5018,Hyundai,Kona EV,REG-61RQ-8391,48,29,29,112,Running,2026-07-09 17:32:31,17:45,161.85,49.6,295.98,0.0,16.35,1
TRIP-102239,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,59,59,208,Charging,2026-10-13 00:38:58,11:31,0.0,0.0,0.0,11.0,0.0,0
TRIP-102240,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,21,21,85,Running,2026-03-16 04:37:53,07:04,62.16,61.4,148.85,0.0,0.0,0
TRIP-102241,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,25,25,108,Charging,2026-08-19 18:08:39,16:43,0.0,0.0,0.0,18.39,0.0,0
TRIP-102242,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,67,67,288,Running,2026-10-31 14:15:15,15:34,155.71,46.2,284.79,0.0,0.0,0
TRIP-102243,EV-1005,DRV-5005,BYD,Atto 3,REG-37LD-8792,50,51,51,221,Charging,2026-06-27 10:04:25,15:06,0.0,0.0,0.0,19.12,0.0,0
TRIP-102244,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,78,78,308,Charging,2026-04-13 04:44:43,04:13,0.0,0.0,0.0,23.41,0.0,0
TRIP-102245,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,66,66,233,Garage,2026-05-06 00:12:09,10:20,0.0,0.0,0.0,0.0,0.0,0
TRIP-102246,EV-1035,DRV-5035,Kia,EV6,REG-29MB-4505,77,61,61,203,Running,2026-01-07 14:39:30,12:32,28.23,48.0,61.2,0.0,0.0,0
TRIP-102247,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,12,12,38,Charging,2026-12-16 22:27:06,20:42,0.0,0.0,0.0,28.92,0.0,0
TRIP-102248,EV-1043,DRV-5043,BYD,Seal,REG-85KU-7250,82,8,8,34,Charging,2026-07-25 10:46:45,16:30,0.0,0.0,0.0,31.23,0.0,0
TRIP-102249,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,69,69,300,Charging,2026-05-01 22:41:50,01:49,0.0,0.0,0.0,11.69,0.0,0
TRIP-102250,EV-1010,DRV-5010,Hyundai,Ioniq 5,REG-46HO-5814,77,100,100,362,Garage,2026-02-15 13:31:27,00:02,0.0,0.0,0.0,0.0,0.0,0
TRIP-102251,EV-1027,DRV-5027,Tata,Nexon EV,REG-61QY-8785,40,28,28,90,Garage,2026-03-08 09:47:51,22:15,0.0,0.0,0.0,0.0,0.0,0
TRIP-102252,EV-1050,DRV-5050,Tata,Nexon EV,REG-53YA-8703,40,83,83,289,Garage,2026-09-29 21:02:10,14:09,0.0,0.0,0.0,0.0,0.0,0
TRIP-102253,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,54,54,234,Charging,2026-05-22 01:23:00,10:03,0.0,0.0,0.0,30.45,0.0,0
TRIP-102254,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,45,45,191,Charging,2026-10-23 16:05:23,22:55,0.0,0.0,0.0,15.13,0.0,0
TRIP-102255,EV-1022,DRV-5022,Kia,EV9,REG-24VD-8275,100,37,37,134,Charging,2026-05-11 23:25:21,22:02,0.0,0.0,0.0,14.55,0.0,0
TRIP-102256,EV-1014,DRV-5014,Hyundai,Kona EV,REG-81FF-2854,48,23,23,73,Garage,2026-03-02 09:14:59,11:13,0.0,0.0,0.0,0.0,0.0,0
TRIP-102257,EV-1050,DRV-5050,Tata,Nexon EV,REG-53YA-8703,40,47,47,203,Running,2026-04-22 23:35:48,00:52,147.09,56.5,202.13,0.0,34.96,0
TRIP-102258,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,88,88,304,Garage,2026-01-09 00:26:15,02:53,0.0,0.0,0.0,0.0,0.0,0
TRIP-102259,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,45,45,184,Charging,2026-11-27 23:56:32,00:40,0.0,0.0,0.0,34.56,0.0,0
TRIP-102260,EV-1030,DRV-5030,Hyundai,Kona EV,REG-22GX-1920,48,17,17,71,Running,2026-03-28 08:13:43,07:18,167.84,66.7,246.81,0.0,0.0,0
TRIP-102261,EV-1024,DRV-5024,Tesla,Model Y,REG-99CH-7127,75,45,45,144,Garage,2026-04-08 09:44:30,05:04,0.0,0.0,0.0,0.0,0.0,0
TRIP-102262,EV-1018,DRV-5018,Hyundai,Kona EV,REG-61RQ-8391,48,65,65,234,Charging,2026-12-30 08:20:43,00:36,0.0,0.0,0.0,32.92,0.0,0
TRIP-102263,EV-1022,DRV-5022,Kia,EV9,REG-24VD-8275,100,90,90,306,Garage,2026-01-02 15:14:07,13:40,0.0,0.0,0.0,0.0,0.0,0
TRIP-102264,EV-1044,DRV-5044,Kia,EV6,REG-47TG-9858,77,56,56,234,Running,2026-04-26 21:09:01,02:52,135.54,65.3,316.18,0.0,0.0,0
TRIP-102265,EV-1048,DRV-5048,Tata,Nexon EV,REG-64CK-1324,40,78,78,271,Charging,2026-08-14 22:28:09,14:18,0.0,0.0,0.0,19.65,0.0,0
TRIP-102266,EV-1013,DRV-5013,Tata,Punch EV,REG-94KU-9544,25,62,62,248,Charging,2026-12-07 05:22:38,00:46,0.0,0.0,0.0,15.07,0.0,0
TRIP-102267,EV-1026,DRV-5026,Hyundai,Kona EV,REG-79NH-2684,48,80,80,291,Garage,2026-05-11 09:58:36,21:54,0.0,0.0,0.0,0.0,0.0,0
TRIP-102268,EV-1045,DRV-5045,Tata,Punch EV,REG-82MR-9608,25,50,50,166,Running,2026-06-13 21:15:38,17:18,150.36,39.7,206.94,0.0,18.26,0
TRIP-102269,EV-1006,DRV-5006,Tesla,Model Y,REG-53FY-2185,75,15,15,65,Running,2026-03-23 05:15:24,15:37,90.48,52.6,159.28,0.0,0.0,0
TRIP-102270,EV-1039,DRV-5039,Hyundai,Ioniq 5,REG-70OW-2063,77,71,71,248,Charging,2026-08-15 05:54:44,16:39,0.0,0.0,0.0,29.61,0.0,0
TRIP-102271,EV-1008,DRV-5008,Kia,EV6,REG-87PO-2721,77,99,99,396,Garage,2026-02-08 00:11:14,07:45,0.0,0.0,0.0,0.0,0.0,0
TRIP-102272,EV-1030,DRV-5030,Hyundai,Kona EV,REG-22GX-1920,48,16,16,66,Running,2026-08-17 07:57:01,14:52,64.77,62.2,115.34,0.0,0.0,0
TRIP-102273,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,68,68,223,Running,2026-09-17 00:32:46,15:39,28.95,34.0,59.78,0.0,0.0,0
TRIP-102274,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,41,41,174,Garage,2026-07-10 13:50:12,08:48,0.0,0.0,0.0,0.0,0.0,0
TRIP-102275,EV-1008,DRV-5008,Kia,EV6,REG-87PO-2721,77,46,46,151,Charging,2026-04-14 20:36:30,07:17,0.0,0.0,0.0,25.26,0.0,0
TRIP-102276,EV-1030,DRV-5030,Hyundai,Kona EV,REG-22GX-1920,48,32,32,132,Charging,2026-12-02 23:51:59,19:11,0.0,0.0,0.0,34.75,0.0,0
TRIP-102277,EV-1027,DRV-5027,Tata,Nexon EV,REG-61QY-8785,40,72,72,240,Running,2026-07-28 03:05:48,07:33,14.42,55.0,21.71,0.0,0.0,0
TRIP-102278,EV-1027,DRV-5027,Tata,Nexon EV,REG-61QY-8785,40,17,17,58,Garage,2026-01-20 23:54:59,09:33,0.0,0.0,0.0,0.0,0.0,0
TRIP-102279,EV-1023,DRV-5023,BYD,Seal,REG-18BR-1542,82,46,46,189,Garage,2026-09-13 22:15:12,03:45,0.0,0.0,0.0,0.0,0.0,0
TRIP-102280,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,63,63,241,Charging,2026-06-18 16:01:35,09:26,0.0,0.0,0.0,29.63,0.0,0
TRIP-102281,EV-1005,DRV-5005,BYD,Atto 3,REG-37LD-8792,50,31,31,101,Charging,2026-02-09 12:45:57,14:03,0.0,0.0,0.0,33.25,0.0,0
TRIP-102282,EV-1024,DRV-5024,Tesla,Model Y,REG-99CH-7127,75,39,39,139,Charging,2026-03-20 13:56:57,14:50,0.0,0.0,0.0,22.31,0.0,0
TRIP-102283,EV-1019,DRV-5019,Hyundai,Ioniq 5,REG-60LM-9597,77,68,68,249,Charging,2026-11-24 04:07:45,16:06,0.0,0.0,0.0,20.94,0.0,0
TRIP-102284,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,77,77,335,Charging,2026-09-07 15:02:43,10:36,0.0,0.0,0.0,20.9,0.0,0
TRIP-102285,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,39,39,157,Running,2026-03-24 01:18:41,03:44,15.5,35.6,31.74,0.0,0.0,0
TRIP-102286,EV-1004,DRV-5004,Tata,Punch EV,REG-40RF-3948,25,97,97,389,Running,2026-07-05 10:50:58,19:18,92.07,52.8,113.46,0.0,0.0,0
TRIP-102287,EV-1018,DRV-5018,Hyundai,Kona EV,REG-61RQ-8391,48,16,16,55,Garage,2026-01-04 19:33:50,07:35,0.0,0.0,0.0,0.0,230.19,0
TRIP-102288,EV-1032,DRV-5032,BYD,Atto 3,REG-70XV-6697,50,38,38,166,Garage,2026-04-11 08:59:24,12:14,0.0,0.0,0.0,0.0,190.51,0
TRIP-102289,EV-1042,DRV-5042,Hyundai,Kona EV,REG-51WT-9670,48,77,77,248,Garage,2026-10-19 05:37:56,02:42,0.0,0.0,0.0,0.0,0.0,0
TRIP-102290,EV-1019,DRV-5019,Hyundai,Ioniq 5,REG-60LM-9597,77,45,45,151,Charging,2026-09-10 07:01:56,20:52,0.0,0.0,0.0,28.33,0.0,0
TRIP-102291,EV-1010,DRV-5010,Hyundai,Ioniq 5,REG-46HO-5814,77,71,71,269,Garage,2026-10-02 22:33:48,12:46,0.0,0.0,0.0,0.0,235.88,0
TRIP-102292,EV-1023,DRV-5023,BYD,Seal,REG-18BR-1542,82,21,21,83,Running,2026-10-22 08:52:41,00:00,92.26,72.6,119.24,0.0,0.0,0
TRIP-102293,EV-1043,DRV-5043,BYD,Seal,REG-85KU-7250,82,45,45,186,Garage,2026-08-23 23:35:26,07:01,0.0,0.0,0.0,0.0,0.0,0
TRIP-102294,EV-1027,DRV-5027,Tata,Nexon EV,REG-61QY-8785,40,76,76,316,Charging,2026-05-11 19:16:32,22:00,0.0,0.0,0.0,30.91,0.0,0
TRIP-102295,EV-1041,DRV-5041,Tesla,Model 3,REG-37SU-9647,60,48,48,174,Running,2026-09-26 17:49:35,12:55,157.55,36.1,359.17,0.0,0.0,0
TRIP-102296,EV-1008,DRV-5008,Kia,EV6,REG-87PO-2721,77,39,39,145,Garage,2026-01-31 11:44:22,01:22,0.0,0.0,0.0,0.0,0.0,0
TRIP-102297,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,74,74,295,Garage,2026-08-18 01:26:18,18:58,0.0,0.0,0.0,0.0,0.0,0
TRIP-102298,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,58,58,252,Running,2026-08-15 22:09:32,18:46,61.67,43.1,110.78,0.0,0.0,0
TRIP-102299,EV-1033,DRV-5033,Kia,EV6,REG-21AH-8788,77,53,53,226,Garage,2026-12-31 17:03:24,05:01,0.0,0.0,0.0,0.0,0.0,0
TRIP-102300,EV-1034,DRV-5034,Hyundai,Ioniq 5,REG-14IK-6071,77,61,61,252,Running,2026-09-18 12:16:06,19:01,26.56,53.4,32.62,0.0,0.0,0
TRIP-102301,EV-1043,DRV-5043,BYD,Seal,REG-85KU-7250,82,55,55,199,Running,2026-06-15 23:19:23,23:35,122.32,32.2,267.45,0.0,0.0,0
TRIP-102302,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,17,17,65,Charging,2026-01-18 17:48:26,07:40,0.0,0.0,0.0,19.15,0.0,0
TRIP-102303,EV-1017,DRV-5017,BYD,Atto 3,REG-40XE-9091,50,86,86,358,Running,2026-05-17 14:19:13,20:53,96.39,48.2,224.59,0.0,0.0,0
TRIP-102304,EV-1045,DRV-5045,Tata,Punch EV,REG-82MR-9608,25,76,76,294,Charging,2026-03-27 08:13:52,07:30,0.0,0.0,0.0,11.14,0.0,0
TRIP-102305,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,71,71,231,Charging,2026-04-01 08:39:07,16:00,0.0,0.0,0.0,8.45,0.0,0
TRIP-102306,EV-1005,DRV-5005,BYD,Atto 3,REG-37LD-8792,50,73,73,278,Charging,2026-10-22 22:59:18,11:53,0.0,0.0,0.0,17.22,0.0,0
TRIP-102307,EV-1028,DRV-5028,BYD,Seal,REG-59OL-4343,82,80,80,266,Running,2026-02-03 07:26:42,14:38,68.96,53.7,153.64,0.0,0.0,0
TRIP-102308,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,45,45,178,Garage,2026-02-17 19:44:04,20:52,0.0,0.0,0.0,0.0,0.0,0
TRIP-102309,EV-1037,DRV-5037,Tesla,Model Y,REG-46CV-5665,75,25,25,94,Garage,2026-06-30 09:09:56,11:03,0.0,0.0,0.0,0.0,0.0,0
TRIP-102310,EV-1017,DRV-5017,BYD,Atto 3,REG-40XE-9091,50,59,59,221,Running,2026-04-27 00:13:43,13:22,138.54,57.5,290.11,0.0,0.0,1
TRIP-102311,EV-1050,DRV-5050,Tata,Nexon EV,REG-53YA-8703,40,33,33,144,Garage,2026-08-13 23:11:42,22:02,0.0,0.0,0.0,0.0,0.0,0
TRIP-102312,EV-1046,DRV-5046,Tata,Punch EV,REG-57GE-9327,25,27,27,118,Running,2026-10-18 09:00:44,07:10,95.0,34.2,157.87,0.0,0.0,0
TRIP-102313,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,74,74,263,Running,2026-01-16 12:08:08,13:04,56.8,50.6,108.99,0.0,0.0,0
TRIP-102314,EV-1035,DRV-5035,Kia,EV6,REG-29MB-4505,77,59,59,249,Charging,2026-05-21 06:36:48,04:54,0.0,0.0,0.0,9.35,0.0,0
TRIP-102315,EV-1008,DRV-5008,Kia,EV6,REG-87PO-2721,77,66,66,248,Garage,2026-05-26 08:08:46,06:14,0.0,0.0,0.0,0.0,0.0,0
TRIP-102316,EV-1001,DRV-5001,Tata,Punch EV,REG-67ZP-2128,25,64,64,250,Running,2026-04-06 23:26:17,06:25,38.17,51.4,90.91,0.0,0.0,0
TRIP-102317,EV-1016,DRV-5016,BYD,Atto 3,REG-98NB-1442,50,65,65,231,Charging,2026-11-28 11:05:57,15:25,0.0,0.0,0.0,33.58,0.0,0
TRIP-102318,EV-1019,DRV-5019,Hyundai,Ioniq 5,REG-60LM-9597,77,10,10,42,Charging,2026-10-05 10:07:58,16:46,0.0,0.0,0.0,22.44,0.0,0
TRIP-102319,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,90,90,372,Garage,2026-04-30 18:56:44,22:47,0.0,0.0,0.0,0.0,0.0,0
TRIP-102320,EV-1010,DRV-5010,Hyundai,Ioniq 5,REG-46HO-5814,77,94,94,409,Running,2026-08-20 03:14:16,08:18,146.06,68.3,309.81,0.0,0.0,0
TRIP-102321,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,62,62,218,Running,2026-09-08 21:44:43,13:43,119.1,57.9,213.68,0.0,0.0,0
TRIP-102322,EV-1006,DRV-5006,Tesla,Model Y,REG-53FY-2185,75,7,7,28,Charging,2026-02-11 07:49:34,14:05,0.0,0.0,0.0,31.7,0.0,0
TRIP-102323,EV-1041,DRV-5041,Tesla,Model 3,REG-37SU-9647,60,27,27,107,Running,2026-05-23 21:03:50,18:25,34.93,33.6,64.27,0.0,22.51,1
TRIP-102324,EV-1049,DRV-5049,Kia,EV6,REG-53ZC-7587,77,18,18,58,Garage,2026-02-07 15:46:02,06:23,0.0,0.0,0.0,0.0,0.0,0
TRIP-102325,EV-1041,DRV-5041,Tesla,Model 3,REG-37SU-9647,60,80,80,297,Charging,2026-02-18 19:25:53,14:22,0.0,0.0,0.0,12.45,0.0,0
TRIP-102326,EV-1009,DRV-5009,Kia,EV9,REG-95ME-4405,100,51,51,219,Charging,2026-12-14 10:02:36,12:36,0.0,0.0,0.0,16.49,0.0,0
TRIP-102327,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,81,81,282,Garage,2026-11-09 22:21:35,16:07,0.0,0.0,0.0,0.0,0.0,0
TRIP-102328,EV-1014,DRV-5014,Hyundai,Kona EV,REG-81FF-2854,48,10,10,39,Garage,2026-05-17 12:22:43,10:49,0.0,0.0,0.0,0.0,239.15,0
TRIP-102329,EV-1016,DRV-5016,BYD,Atto 3,REG-98NB-1442,50,67,67,270,Charging,2026-07-29 08:26:13,11:15,0.0,0.0,0.0,9.29,0.0,0
TRIP-102330,EV-1019,DRV-5019,Hyundai,Ioniq 5,REG-60LM-9597,77,59,59,193,Running,2026-09-14 03:13:59,15:02,63.3,67.0,109.91,0.0,29.04,1
TRIP-102331,EV-1024,DRV-5024,Tesla,Model Y,REG-99CH-7127,75,24,24,80,Running,2026-07-03 00:42:28,10:27,168.26,44.6,397.65,0.0,0.0,0
TRIP-102332,EV-1019,DRV-5019,Hyundai,Ioniq 5,REG-60LM-9597,77,5,5,21,Charging,2026-10-31 04:06:02,20:11,0.0,0.0,0.0,33.07,0.0,0
TRIP-102333,EV-1024,DRV-5024,Tesla,Model Y,REG-99CH-7127,75,86,86,295,Running,2026-07-01 23:01:36,14:54,34.6,37.5,67.16,0.0,0.0,0
TRIP-102334,EV-1007,DRV-5007,BYD,Atto 3,REG-87OO-4398,50,97,97,344,Running,2026-05-23 21:44:03,18:39,136.65,31.8,311.48,0.0,0.0,1
TRIP-102335,EV-1022,DRV-5022,Kia,EV9,REG-24VD-8275,100,10,10,35,Garage,2026-12-18 15:27:11,10:37,0.0,0.0,0.0,0.0,0.0,0
TRIP-102336,EV-1022,DRV-5022,Kia,EV9,REG-24VD-8275,100,19,19,78,Running,2026-05-12 08:36:39,08:28,96.2,71.6,223.38,0.0,0.0,0
TRIP-102337,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,62,62,230,Running,2026-12-17 07:23:16,07:17,14.41,73.3,22.77,0.0,0.0,0
TRIP-102338,EV-1014,DRV-5014,Hyundai,Kona EV,REG-81FF-2854,48,43,43,188,Charging,2026-09-26 21:18:30,04:07,0.0,0.0,0.0,11.66,0.0,0
TRIP-102339,EV-1003,DRV-5003,Tesla,Model 3,REG-34KD-3097,60,25,25,93,Charging,2026-11-23 23:30:09,03:22,0.0,0.0,0.0,21.13,0.0,0
TRIP-102340,EV-1006,DRV-5006,Tesla,Model Y,REG-53FY-2185,75,38,38,132,Running,2026-05-15 14:58:23,06:56,101.92,59.0,196.46,0.0,0.0,0
TRIP-102341,EV-1049,DRV-5049,Kia,EV6,REG-53ZC-7587,77,47,47,187,Garage,2026-04-06 09:56:32,09:36,0.0,0.0,0.0,0.0,0.0,0
TRIP-102342,EV-1036,DRV-5036,Kia,EV9,REG-16VV-9291,100,94,94,352,Running,2026-02-05 20:57:53,04:01,146.7,70.3,179.37,0.0,0.0,0
TRIP-102343,EV-1028,DRV-5028,BYD,Seal,REG-59OL-4343,82,83,83,277,Garage,2026-07-31 05:04:58,16:38,0.0,0.0,0.0,0.0,0.0,0
TRIP-102344,EV-1034,DRV-5034,Hyundai,Ioniq 5,REG-14IK-6071,77,45,45,188,Running,2026-07-10 02:47:01,12:38,146.75,46.8,301.7,0.0,0.0,0
TRIP-102345,EV-1050,DRV-5050,Tata,Nexon EV,REG-53YA-8703,40,69,69,285,Garage,2026-07-23 13:46:30,08:38,0.0,0.0,0.0,0.0,0.0,0
TRIP-102346,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,49,49,184,Garage,2026-06-14 02:11:21,18:49,0.0,0.0,0.0,0.0,0.0,0
TRIP-102347,EV-1002,DRV-5002,Tata,Nexon EV,REG-75QU-8605,40,25,25,105,Running,2026-11-25 14:08:54,06:19,148.87,52.8,209.28,0.0,0.0,0
TRIP-102348,EV-1021,DRV-5021,Tesla,Model 3,REG-17KV-1641,60,90,90,391,Running,2026-09-03 03:30:52,11:09,107.11,52.3,200.55,0.0,0.0,0
TRIP-102349,EV-1002,DRV-5002,Tata,Nexon EV,REG-75QU-8605,40,90,90,295,Garage,2026-03-01 22:16:57,01:11,0.0,0.0,0.0,0.0,0.0,0
TRIP-102350,EV-1033,DRV-5033,Kia,EV6,REG-21AH-8788,77,19,19,80,Garage,2026-11-13 23:18:49,01:31,0.0,0.0,0.0,0.0,0.0,0
TRIP-102351,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,46,46,169,Charging,2026-04-29 16:08:30,22:15,0.0,0.0,0.0,8.42,0.0,0
TRIP-102352,EV-1024,DRV-5024,Tesla,Model Y,REG-99CH-7127,75,75,75,254,Running,2026-09-21 14:02:55,13:58,175.07,68.4,397.86,0.0,0.0,1
TRIP-102353,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,53,53,219,Running,2026-12-02 03:54:59,11:27,137.99,30.7,182.11,0.0,0.0,0
TRIP-102354,EV-1043,DRV-5043,BYD,Seal,REG-85KU-7250,82,70,70,304,Running,2026-03-08 04:40:21,22:28,55.1,48.9,117.84,0.0,43.5,2
TRIP-102355,EV-1035,DRV-5035,Kia,EV6,REG-29MB-4505,77,49,49,209,Garage,2026-10-13 20:27:32,06:07,0.0,0.0,0.0,0.0,0.0,0
TRIP-102356,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,44,44,174,Running,2026-10-23 08:23:34,05:49,132.45,65.6,225.07,0.0,0.0,1
TRIP-102357,EV-1005,DRV-5005,BYD,Atto 3,REG-37LD-8792,50,70,70,276,Running,2026-09-18 01:42:17,08:57,148.85,52.3,280.05,0.0,0.0,0
TRIP-102358,EV-1025,DRV-5025,BYD,Atto 3,REG-68ZH-1146,50,75,75,264,Running,2026-05-20 17:17:39,18:27,28.73,37.0,68.63,0.0,0.0,0
TRIP-102359,EV-1001,DRV-5001,Tata,Punch EV,REG-67ZP-2128,25,23,23,75,Garage,2026-09-13 17:46:23,15:56,0.0,0.0,0.0,0.0,0.0,0
TRIP-102360,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,12,12,40,Charging,2026-11-04 19:31:39,11:58,0.0,0.0,0.0,15.66,0.0,0
TRIP-102361,EV-1045,DRV-5045,Tata,Punch EV,REG-82MR-9608,25,81,81,343,Running,2026-07-02 09:13:30,04:11,167.7,63.3,232.66,0.0,0.0,0
TRIP-102362,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,40,40,170,Running,2026-03-22 06:40:01,13:28,112.56,44.8,247.7,0.0,32.61,1
TRIP-102363,EV-1002,DRV-5002,Tata,Nexon EV,REG-75QU-8605,40,57,57,197,Running,2026-10-31 11:02:04,13:04,157.71,32.7,241.79,0.0,0.0,1
TRIP-102364,EV-1011,DRV-5011,BYD,Seal,REG-49SV-2387,82,97,97,327,Garage,2026-08-06 06:08:41,17:27,0.0,0.0,0.0,0.0,0.0,0
TRIP-102365,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,96,96,359,Garage,2026-02-17 15:09:08,17:33,0.0,0.0,0.0,0.0,0.0,0
TRIP-102366,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,5,5,19,Charging,2026-03-08 12:03:59,17:28,0.0,0.0,0.0,8.61,0.0,0
TRIP-102367,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,59,59,209,Running,2026-05-27 01:54:55,05:54,79.67,62.1,159.31,0.0,0.0,1
TRIP-102368,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,71,71,307,Running,2026-04-06 11:43:08,00:30,101.15,38.3,228.07,0.0,0.0,0
TRIP-102369,EV-1006,DRV-5006,Tesla,Model Y,REG-53FY-2185,75,84,84,301,Running,2026-02-18 22:02:36,04:30,84.34,74.9,147.68,0.0,39.4,0
TRIP-102370,EV-1049,DRV-5049,Kia,EV6,REG-53ZC-7587,77,51,51,188,Charging,2026-02-07 05:35:24,15:17,0.0,0.0,0.0,34.15,0.0,0
TRIP-102371,EV-1013,DRV-5013,Tata,Punch EV,REG-94KU-9544,25,74,74,283,Running,2026-02-19 09:29:40,14:43,121.57,36.2,291.5,0.0,0.0,2
TRIP-102372,EV-1034,DRV-5034,Hyundai,Ioniq 5,REG-14IK-6071,77,23,23,90,Charging,2026-09-21 02:31:18,02:14,0.0,0.0,0.0,11.46,0.0,0
TRIP-102373,EV-1034,DRV-5034,Hyundai,Ioniq 5,REG-14IK-6071,77,50,50,201,Running,2026-11-22 21:48:07,01:14,143.89,52.7,204.62,0.0,0.0,0
TRIP-102374,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,72,72,275,Garage,2026-01-16 00:26:56,19:07,0.0,0.0,0.0,0.0,0.0,0
TRIP-102375,EV-1017,DRV-5017,BYD,Atto 3,REG-40XE-9091,50,84,84,363,Garage,2026-02-23 12:31:50,19:54,0.0,0.0,0.0,0.0,0.0,0
TRIP-102376,EV-1003,DRV-5003,Tesla,Model 3,REG-34KD-3097,60,50,50,184,Running,2026-06-22 11:49:07,06:56,88.27,52.7,152.42,0.0,0.0,0
TRIP-102377,EV-1026,DRV-5026,Hyundai,Kona EV,REG-79NH-2684,48,12,12,40,Garage,2026-04-04 20:36:31,15:03,0.0,0.0,0.0,0.0,0.0,0
TRIP-102378,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,67,67,251,Running,2026-12-15 13:16:51,16:21,131.27,31.2,189.85,0.0,23.06,0
TRIP-102379,EV-1035,DRV-5035,Kia,EV6,REG-29MB-4505,77,26,26,107,Running,2026-01-16 11:56:49,22:44,39.63,37.2,60.93,0.0,0.0,0
TRIP-102380,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,40,40,150,Garage,2026-10-23 12:26:44,07:16,0.0,0.0,0.0,0.0,0.0,0
TRIP-102381,EV-1008,DRV-5008,Kia,EV6,REG-87PO-2721,77,31,31,126,Charging,2026-09-16 16:07:55,07:50,0.0,0.0,0.0,31.74,0.0,0
TRIP-102382,EV-1017,DRV-5017,BYD,Atto 3,REG-40XE-9091,50,17,17,71,Garage,2026-11-17 09:07:44,08:54,0.0,0.0,0.0,0.0,0.0,0
TRIP-102383,EV-1048,DRV-5048,Tata,Nexon EV,REG-64CK-1324,40,36,36,129,Garage,2026-12-30 03:26:42,05:07,0.0,0.0,0.0,0.0,0.0,0
